name,position,group,club,division,based_in,division_tier,tier_quality,date_of_birth,birth_month,birth_quarter,age_(days)_on_1_july_2015,age_(months)_on_1_july_2015,age_(years)_on_1_july_2015,birth_city,nation_of_birth,birth_region,nationality,second_nationality,height_(ft_in),height_(ft),height_(in),height_(cm),weight_(kg),goals,appearances,is_top_4_tier,train_or_test
Regan Walker,"AM (R), ST (C)",Forward,NaN,NaN,ENG,NONE,7,30/04/1996,4,3,7001,230,19,Oldham,ENG,UK & Ireland,ENG,,,,,176,70,0,9,,
Liam Sharpe,GK,Goalkeeper,Wrexham,NaN,WAL,NONE,7,28/04/1996,4,3,7003,230,19,Tamworth,ENG,UK & Ireland,ENG,,,,,190,83,0,6,,
Jack Thomas,M/AM (C),Midfielder,Mansfield,English Football League 2,ENG,ENG4,5,18/04/1996,4,3,7013,230,19,SuttonNaNinNaNAshfield,ENG,UK & Ireland,ENG,,,,,182,73,2,24,,
Mikey,"DM, M (C)",Midfielder,NaN,NaN,ESP,NONE,7,16/04/1996,4,3,7015,230,19,Bradford,ENG,UK & Ireland,ENG,ESP,,,,170,66,1,9,,
Dion Sembie-Ferris,AM (R),Forward,Colchester,English Football League 1,ENG,ENG3,4,11/04/1996,4,3,7020,230,19,NaN,ENG,UK & Ireland,ENG,,,,,176,64,0,10,,
Zane Banton,ST (C),Forward,Luton,English Football League 2,ENG,ENG4,5,09/04/1996,4,3,7022,230,19,Stevenage,ENG,UK & Ireland,ENG,,,,,170,66,3,27,,
Alex Kiwomya,AM (RL),Forward,Chelsea,English Premier Division,ENG,ENG1,1,09/04/1996,4,3,7022,230,19,Sheffield,ENG,UK & Ireland,ENG,UGA,,,,179,69,0,5,,
Cole Kpekawa,D (LC),Defender,Q.P.R.,English Football League Championship,ENG,ENG2,3,09/04/1996,4,3,7022,230,19,Blackpool,ENG,UK & Ireland,ENG,,,,,187,81,0,7,,
Jake Hibbs,M (RC),Midfielder,FC Halifax,NaN,ENG,NONE,7,05/04/1996,4,3,7026,230,19,Manchester,ENG,UK & Ireland,ENG,,,,,176,65,1,11,,
Ben Purrington,D/WB (L),Defender,Plymouth,English Football League 2,ENG,ENG4,5,01/04/1996,4,3,7030,231,19,Exeter,ENG,UK & Ireland,ENG,,,,,183,78,0,20,,
Jermaine Anderson,"DM, M (C)",Midfielder,Peterborough,English Football League 1,ENG,ENG3,4,22/03/1996,3,3,7040,231,19,London,ENG,UK & Ireland,ENG,JAM,,,,178,69,0,37,,
Nana Boakye-Yiadom,"AM (RC), ST (C)",Forward,NaN,NaN,ENG,NONE,7,19/03/1996,3,3,7043,231,19,NaN,ENG,UK & Ireland,ENG,GHA,,,,175,75,0,1,,
Akil Wright,"D (C), DM",Defender,Fleetwood,English Football League 1,ENG,ENG3,4,17/03/1996,3,3,7045,231,19,Derby,ENG,UK & Ireland,ENG,,,,,188,80,1,40,,
Josh Ashby,M (C),Midfielder,Oxford,English Football League 2,ENG,ENG4,5,04/03/1996,3,3,7058,231,19,Oxford,ENG,UK & Ireland,ENG,,,,,183,78,0,2,,
Nick Anderton,D (L),Defender,Preston,English Football League Championship,ENG,ENG2,3,14/02/1996,2,2,7077,232,19,Preston,ENG,UK & Ireland,ENG,,,,,188,78,0,9,,
Brad Walker,M (C),Midfielder,Hartlepool,English Football League 2,ENG,ENG4,5,14/02/1996,2,2,7077,232,19,Billingham,ENG,UK & Ireland,ENG,,,,,186,77,8,64,,
Bryn Morris,M (C),Midfielder,Coventry,English Football League 1,ENG,ENG3,4,14/02/1996,2,2,7077,232,19,Hartlepool,ENG,UK & Ireland,ENG,,,,,183,71,0,6,,
Sam Guthrie,GK,Goalkeeper,Huddersfield,English Football League Championship,ENG,ENG2,3,13/02/1996,2,2,7078,232,19,Gateshead,ENG,UK & Ireland,ENG,,,,,173,69,0,5,,
Kieran O'Hara,GK,Goalkeeper,Man Utd,English Premier Division,ENG,ENG1,1,13/02/1996,2,2,7078,232,19,Manchester,ENG,UK & Ireland,ENG,,,,,181,76,0,22,,
Connor Hunt,GK,Goalkeeper,Everton,English Premier Division,ENG,ENG1,1,27/01/1996,1,2,7095,233,19,Warrington,ENG,UK & Ireland,ENG,,,,,189,70,0,9,,
Dele Alli,"DM, M (C)",Midfielder,Tottenham,English Premier Division,ENG,ENG1,1,19/01/1996,1,2,7103,233,19,Milton Keynes,ENG,UK & Ireland,ENG,NGA,,,,185,77,22,74,,
Michael Onovwigun,"DM, M (C)",Midfielder,Chesterfield,English Football League 1,ENG,ENG3,4,18/01/1996,1,2,7104,233,19,NaN,ENG,UK & Ireland,ENG,,,,,187,81,1,8,,
Dillon Barnes,GK,Goalkeeper,Colchester,English Football League 1,ENG,ENG3,4,09/01/1996,1,2,7113,233,19,NaN,ENG,UK & Ireland,ENG,,,,,194,89,0,11,,
Jack Stacey,M/AM (R),Midfielder,Reading,English Football League Championship,ENG,ENG2,3,08/01/1996,1,2,7114,233,19,Ascot,ENG,UK & Ireland,ENG,,,,,194,85,0,6,,
Jack Ryan,ST (C),Forward,Preston,English Football League Championship,ENG,ENG2,3,08/01/1996,1,2,7114,233,19,BarrowNaNinNaNFurness,ENG,UK & Ireland,ENG,,,,,183,79,4,19,,
Nathan Smith,D (C),Defender,Torquay,NaN,ENG,NONE,7,02/01/1996,1,2,7120,233,19,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,182,72,1,27,,
James Akintunde,ST (C),Forward,Cambridge,English Football League 2,ENG,ENG4,5,18/12/1995,12,2,7135,234,19,London,ENG,UK & Ireland,ENG,,,,,176,75,5,36,,
Rohdell Gordon,M (RLC),Midfielder,Stevenage,English Football League 2,ENG,ENG4,5,15/12/1995,12,2,7138,234,19,London,ENG,UK & Ireland,ENG,,,,,181,70,5,36,,
Jake Hesketh,M/AM (C),Midfielder,Southampton,English Premier Division,ENG,ENG1,1,12/12/1995,12,2,7141,234,19,NaN,ENG,UK & Ireland,ENG,,,,,182,77,0,2,,
Kennedy Digie,M (C),Midfielder,Hednesford,NaN,ENG,NONE,7,06/12/1995,12,2,7147,234,19,NaN,ENG,UK & Ireland,ENG,,,,,188,81,0,2,,
Emmanuel Sonupe,AM (R),Forward,Tottenham,English Premier Division,ENG,ENG1,1,01/12/1995,12,2,7152,235,19,London,ENG,UK & Ireland,ENG,NGA,,,,179,75,0,4,,
Brendan Galloway,D (LC),Defender,Everton,English Premier Division,ENG,ENG1,1,24/11/1995,11,1,7159,235,19,Harare,ENG,Southern Africa,ENG,ZIM,,,,188,88,0,13,,
Dominic Calvert-Lewin,"AM (RLC), ST (C)",Forward,Northampton,English Football League 2,ENG,ENG4,5,23/11/1995,11,1,7160,235,19,Sheffield,ENG,UK & Ireland,ENG,,,,,183,64,6,7,,
Jordi Hiwula,"AM (R), ST (C)",Forward,Wigan,English Football League 1,ENG,ENG3,4,21/11/1995,11,1,7162,235,19,Manchester,ENG,UK & Ireland,ENG,COD,,,,178,76,9,27,,
Andy Cannon,"D/WB (R), M (C)",Defender,Rochdale,English Football League 1,ENG,ENG3,4,17/11/1995,11,1,7166,235,19,Hyde,ENG,UK & Ireland,ENG,,,,,176,67,0,18,,
Alex Simmons,ST (C),Forward,Lincoln,NaN,ENG,NONE,7,14/11/1995,11,1,7169,235,19,Lincoln,ENG,UK & Ireland,ENG,,,,,186,73,15,46,,
Byron Lawrence,M (LC),Midfielder,Colchester,English Football League 1,ENG,ENG3,4,07/11/1995,11,1,7176,235,19,NaN,ENG,UK & Ireland,ENG,,,,,171,62,0,2,,
Matthew Lowe,M (C),Midfielder,Cambridge,English Football League 2,ENG,ENG4,5,06/11/1995,11,1,7177,235,19,Warwick,ENG,UK & Ireland,ENG,,,,,184,78,2,24,,
Tyler Forbes,D (R),Defender,Fleetwood,English Football League 1,ENG,ENG3,4,04/11/1995,11,1,7179,235,19,Preston,ENG,UK & Ireland,ENG,,,,,176,66,0,17,,
Botti Biabi,"AM (RL), ST (C)",Forward,Swansea,English Premier Division,ENG,ENG1,1,03/11/1995,11,1,7180,235,19,London,ENG,UK & Ireland,ENG,CIV,,,,178,64,3,22,,
George Maris,ST (C),Forward,Barnsley,English Football League 1,ENG,ENG3,4,01/11/1995,11,1,7182,236,19,Sheffield,ENG,UK & Ireland,ENG,,,,,176,79,0,11,,
Nathan Oduwa,ST (C),Forward,Rangers,Scottish Championship,SCO,SCO2,6,01/11/1995,11,1,7182,236,19,London,ENG,UK & Ireland,ENG,NGA,,,,188,85,0,7,,
Reece Brown,M (C),Midfielder,Birmingham,English Football League Championship,ENG,ENG2,3,26/10/1995,10,1,7188,236,19,Dudley,ENG,UK & Ireland,ENG,,,,,175,78,0,7,,
Matt Jay,ST (C),Forward,Exeter,English Football League 2,ENG,ENG4,5,19/10/1995,10,1,7195,236,19,Torquay,ENG,UK & Ireland,ENG,,,,,178,69,1,9,,
Scott Kashket,ST (C),Forward,Leyton Orient,English Football League 2,ENG,ENG4,5,17/10/1995,10,1,7197,236,19,Chigwell,ENG,UK & Ireland,ENG,ISR,,,,171,69,0,1,,
Marcus Harness,AM (RLC),Forward,Burton,English Football League 1,ENG,ENG3,4,15/10/1995,10,1,7199,236,19,Coventry,ENG,UK & Ireland,ENG,,,,,181,71,0,21,,
Liam Kinsella,"D (R), DM, M (C)",Defender,Walsall,English Football League 1,ENG,ENG3,4,14/10/1995,10,1,7200,236,19,Colchester,ENG,UK & Ireland,ENG,IRL,,,,175,72,0,4,,
Patrick Brough,D/WB (L),Defender,Carlisle,English Football League 2,ENG,ENG4,5,10/10/1995,10,1,7204,236,19,Carlisle,ENG,UK & Ireland,ENG,,,,,191,83,0,32,,
Ivan Toney,ST (C),Forward,Newcastle,English Premier Division,ENG,ENG1,1,10/10/1995,10,1,7204,236,19,Northampton,ENG,UK & Ireland,ENG,,,,,179,65,11,53,,
Daniel Cowan,D (R),Defender,Macclesfield,NaN,ENG,NONE,7,09/10/1995,10,1,7205,236,19,Chesterfield,ENG,UK & Ireland,ENG,,,,,179,72,0,19,,
Matt Todd,M (C),Midfielder,Northwich,NaN,ENG,NONE,7,30/09/1995,9,1,7214,237,19,Manchester,ENG,UK & Ireland,ENG,,,,,185,81,0,17,,
Ryan Seager,"AM (C), ST (C)",Forward,Southampton,English Premier Division,ENG,ENG1,1,27/09/1995,9,1,7217,237,19,NaN,ENG,UK & Ireland,ENG,,,,,182,77,0,1,,
Rory Watson,GK,Goalkeeper,Hull,English Football League Championship,ENG,ENG2,3,27/09/1995,9,1,7217,237,19,York,ENG,UK & Ireland,ENG,,,,,186,80,0,13,,
Tom Conlon,M (C),Midfielder,Stevenage,English Football League 2,ENG,ENG4,5,23/09/1995,9,1,7221,237,19,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,173,62,0,14,,
Tom Dallison,D (C),Defender,Brighton,English Football League Championship,ENG,ENG2,3,21/09/1995,9,1,7223,237,19,Dagenham,ENG,UK & Ireland,ENG,,,,,194,86,0,12,,
Jake McCarthy,D (C),Defender,Bournemouth,English Premier Division,ENG,ENG1,1,16/09/1995,9,1,7228,237,19,NaN,ENG,UK & Ireland,ENG,,,,,182,70,0,4,,
Shaquille McDonald,ST (C),Forward,Derby,English Football League Championship,ENG,ENG2,3,16/09/1995,9,1,7228,237,19,Birmingham,ENG,UK & Ireland,ENG,,,,,173,70,2,7,,
Aaron Kuhl,M (C),Midfielder,Dundee Utd,Scottish Premiership,SCO,SCO1,3,11/09/1995,9,1,7233,237,19,Paulton,ENG,UK & Ireland,ENG,,,,,173,67,0,6,,
Luke Porritt,M (L),Midfielder,Guiseley,NaN,ENG,NONE,7,09/09/1995,9,1,7235,237,19,Leeds,ENG,UK & Ireland,ENG,,,,,178,73,0,15,,
James Thorne,"AM (L), ST (C)",Forward,Nottm Forest,English Football League Championship,ENG,ENG2,3,07/09/1995,9,1,7237,237,19,NaN,ENG,UK & Ireland,ENG,,,,,188,85,0,1,,
Ruben Loftus-Cheek,"DM, M (C)",Midfielder,Chelsea,English Premier Division,ENG,ENG1,1,01/09/1995,9,1,7243,238,19,London,ENG,UK & Ireland,ENG,,,,,191,86,0,3,,
Jack Willbye,M (C),Midfielder,NaN,NaN,ENG,NONE,7,12/08/1995,8,4,7263,238,19,Cambridge,ENG,UK & Ireland,ENG,,,,,168,65,1,8,,
Jon Nouble,ST (C),Forward,NaN,NaN,ENG,NONE,7,07/08/1995,8,4,7268,238,19,London,ENG,UK & Ireland,ENG,,,,,199,93,7,32,,
Ted Smith,GK,Goalkeeper,Southend,English Football League 1,ENG,ENG3,4,10/07/1995,7,4,7296,239,19,NaN,ENG,UK & Ireland,ENG,,,,,186,72,0,4,,
Harry Williams,M/AM (C),Midfielder,Farnborough,NaN,ENG,NONE,7,25/06/1995,6,4,7311,240,19,Cheltenham,ENG,UK & Ireland,ENG,,,,,178,67,7,31,,
Zack Kotwica,AM (RL),Forward,Cirencester,NaN,ENG,NONE,7,08/05/1995,5,3,7359,241,19,Gloucester,ENG,UK & Ireland,ENG,ITA,,,,178,67,3,41,,
Connor Riley-Lowe,D (L),Defender,Truro,NaN,ENG,NONE,7,21/04/1995,4,3,7376,242,19,NaN,ENG,UK & Ireland,ENG,,,,,174,63,0,3,,
William Bailey,M (L),Midfielder,Macclesfield,NaN,ENG,NONE,7,18/04/1995,4,3,7379,242,19,Stafford,ENG,UK & Ireland,ENG,,,,,183,64,0,2,,
Hiram Boateng,"DM, M (C)",Midfielder,Plymouth,English Football League 2,ENG,ENG4,5,27/03/1995,3,3,7401,243,19,London,ENG,UK & Ireland,ENG,GHA,,,,185,60,0,1,,
Michael Freiter,DM,Midfielder,Gillingham,English Football League 1,ENG,ENG3,4,28/02/1995,2,2,7428,244,19,NaN,ENG,UK & Ireland,ENG,,,,,174,71,0,1,,
Jorell Johnson,D (C),Defender,Watford,English Premier Division,ENG,ENG1,1,21/02/1995,2,2,7435,244,19,Leverstock Green,ENG,UK & Ireland,ENG,,,,,187,81,1,25,,
George Green,M/AM (C),Midfielder,NaN,NaN,ENG,NONE,7,19/02/1995,2,2,7437,244,19,Dewsbury,ENG,UK & Ireland,ENG,,,,,176,64,1,6,,
Rheo Josephs,M (RL),Midfielder,Hampton & Richmond,NaN,ENG,NONE,7,13/02/1995,2,2,7443,244,19,NaN,ENG,UK & Ireland,ENG,,,,,176,70,3,21,,
Viv Solomon-Otabor,M/AM (RL),Midfielder,Birmingham,English Football League Championship,ENG,ENG2,3,13/02/1995,2,2,7443,244,19,London,ENG,UK & Ireland,ENG,NGA,,,,175,77,1,12,,
Sid Nelson,D (C),Defender,Millwall,English Football League 1,ENG,ENG3,4,06/02/1995,2,2,7450,244,19,NaN,ENG,UK & Ireland,ENG,,,,,187,73,0,14,,
Ollie Watkins,ST (C),Forward,Exeter,English Football League 2,ENG,ENG4,5,31/01/1995,1,2,7456,245,19,Newton Abbot,ENG,UK & Ireland,ENG,,,,,182,69,8,24,,
Joe Wildsmith,GK,Goalkeeper,Sheff Wed,English Football League Championship,ENG,ENG2,3,22/01/1995,1,2,7465,245,19,Sheffield,ENG,UK & Ireland,ENG,,,,,183,65,0,4,,
Jack Truelove,D (L),Defender,Oldham,English Football League 1,ENG,ENG3,4,22/01/1995,1,2,7465,245,19,Burnley,ENG,UK & Ireland,ENG,,,,,180,75,0,10,,
Chris Churchman,M (C),Midfielder,Buxton,NaN,ENG,NONE,7,17/01/1995,1,2,7470,245,19,Blackpool,ENG,UK & Ireland,ENG,,,,,178,75,6,59,,
Jake Gray,AM (R),Forward,Crystal Palace,English Premier Division,ENG,ENG1,1,16/01/1995,1,2,7471,245,19,Aylesbury,ENG,UK & Ireland,ENG,,,,,180,70,0,4,,
Elliott Hodge,M (C),Midfielder,Lincoln,NaN,ENG,NONE,7,12/01/1995,1,2,7475,245,19,NaN,ENG,UK & Ireland,ENG,,,,,168,58,0,6,,
Josh Brownhill,M/AM (C),Midfielder,Preston,English Football League Championship,ENG,ENG2,3,29/11/1994,11,1,7519,247,19,Manchester,ENG,UK & Ireland,ENG,,,,,178,69,5,42,,
Kegan Everington,M (RC),Midfielder,Lincoln,NaN,ENG,NONE,7,23/11/1994,11,1,7525,247,19,Lincoln,ENG,UK & Ireland,ENG,,,,,176,77,0,10,,
Carlton Morris,ST (C),Forward,Hamilton,Scottish Premiership,SCO,SCO1,3,19/11/1994,11,1,7529,247,19,Cambridge,ENG,UK & Ireland,ENG,,,,,185,85,0,16,,
Tom Walker,M (L),Midfielder,Bolton,English Football League Championship,ENG,ENG2,3,11/11/1994,11,1,7537,247,19,Salford,ENG,UK & Ireland,ENG,,,,,186,71,1,11,,
Mark Smith,GK,Goalkeeper,Brentford,English Football League Championship,ENG,ENG2,3,23/10/1994,10,1,7556,248,19,NaN,ENG,UK & Ireland,ENG,,,,,180,74,0,25,,
Harvey Hodd,M (C),Midfielder,Fleetwood,English Football League 1,ENG,ENG3,4,22/10/1994,10,1,7557,248,19,Diss,ENG,UK & Ireland,ENG,,,,,180,67,0,2,,
George McLennan,D (L),Defender,Cheltenham,NaN,ENG,NONE,7,03/10/1994,10,1,7576,248,19,Ashford,ENG,UK & Ireland,ENG,SCO,,,,176,63,1,8,,
Jordon Ibe,"WB (R), M/AM (RL)",Defender,Liverpool,English Premier Division,ENG,ENG1,1,24/09/1994,9,1,7585,249,19,London,ENG,UK & Ireland,ENG,NGA,,,,176,70,7,52,,
Jaanai Gordon,ST (C),Forward,West Ham,English Premier Division,ENG,ENG1,1,24/09/1994,9,1,7585,249,19,Northampton,ENG,UK & Ireland,ENG,JAM,,,,180,65,0,5,,
Kalvin Phillips,M (C),Midfielder,Leeds,English Football League Championship,ENG,ENG2,3,06/09/1994,9,1,7603,249,19,Leeds,ENG,UK & Ireland,ENG,,,,,178,74,1,2,,
James Wilson,ST (C),Forward,Man Utd,English Premier Division,ENG,ENG1,1,03/09/1994,9,1,7606,249,19,Biddulph,ENG,UK & Ireland,ENG,,,,,184,78,3,14,,
Josh Vickers,GK,Goalkeeper,Swansea,English Premier Division,ENG,ENG1,1,02/09/1994,9,1,7607,249,19,London,ENG,UK & Ireland,ENG,,,,,183,72,0,56,,
Bobbie Dale,ST (C),Forward,Farnborough,NaN,ENG,NONE,7,15/06/1994,6,4,7686,252,19,Worcester,ENG,UK & Ireland,ENG,,,,,181,73,9,23,,
Luke Shaw,D/WB (R),Defender,Belper,NaN,ENG,NONE,7,15/06/1994,6,4,7686,252,19,Nottingham,ENG,UK & Ireland,ENG,,,,,177,74,3,39,,
Ben Killip,GK,Goalkeeper,Norwich,English Premier Division,ENG,ENG1,1,20/05/1994,5,3,7712,253,19,London,ENG,UK & Ireland,ENG,,,,,183,80,0,1,,
Rory Thompson,"D (R), DM",Defender,NaN,NaN,ENG,NONE,7,04/04/1994,4,3,7758,254,19,Cambridge,ENG,UK & Ireland,ENG,,,,,183,60,0,16,,
Frankie Kent,D (C),Defender,Colchester,English Football League 1,ENG,ENG3,4,14/02/1994,2,2,7807,256,19,Romford,ENG,UK & Ireland,ENG,,,,,188,70,0,11,,
Max Cartwright,D (C),Defender,Fleetwood,English Football League 1,ENG,ENG3,4,26/01/1994,1,2,7826,257,19,Manchester,ENG,UK & Ireland,ENG,,,,,183,69,4,10,,
Brandon Comley,"AM (C), ST (C)",Forward,Q.P.R.,English Football League Championship,ENG,ENG2,3,16/01/1994,1,2,7836,257,19,London,ENG,UK & Ireland,ENG,MSR,,,,178,65,0,1,,
George Oakley,ST (C),Forward,AFC Wimbledon,English Football League 2,ENG,ENG4,5,19/12/1993,12,2,7864,258,19,NaN,ENG,UK & Ireland,ENG,,,,,185,86,0,6,,
Sam Muggleton,D (L),Defender,Barnet,English Football League 2,ENG,ENG4,5,09/12/1993,12,2,7874,258,19,Melton Mowbray,ENG,UK & Ireland,ENG,,,,,181,71,1,29,,
Rolando Aarons,M/AM (RL),Midfielder,Newcastle,English Premier Division,ENG,ENG1,1,24/11/1993,11,1,7889,259,19,Kingston,ENG,Caribbean,ENG,JAM,,,,176,66,1,4,,
Keshi Anderson,ST (C),Forward,Crystal Palace,English Premier Division,ENG,ENG1,1,30/10/1993,10,1,7914,260,19,Luton,ENG,UK & Ireland,ENG,,,,,178,73,28,38,,
Jordan Bove,ST (C),Forward,Oldham,English Football League 1,ENG,ENG3,4,06/10/1993,10,1,7938,260,19,Droylsden,ENG,UK & Ireland,ENG,,,,,175,70,0,12,,
Jamie Hanson,D (C),Defender,Derby,English Football League Championship,ENG,ENG2,3,18/09/1993,9,1,7956,261,19,NaN,ENG,UK & Ireland,ENG,,,,,191,79,1,2,,
Christian Walton,GK,Goalkeeper,Brighton,English Football League Championship,ENG,ENG2,3,18/09/1993,9,1,7956,261,19,Truro,ENG,UK & Ireland,ENG,,,,,196,69,0,3,,
Aaron Bentley,D (C),Defender,Plymouth,English Football League 2,ENG,ENG4,5,03/09/1993,9,1,7971,261,19,Plymouth,ENG,UK & Ireland,ENG,SCO,,,,190,87,0,5,,
Omar Sowunmi,D (C),Defender,Yeovil,English Football League 2,ENG,ENG4,5,14/07/1993,7,4,8022,263,19,Colchester,ENG,UK & Ireland,ENG,NGA,,,,201,93,1,18,,
Jason McCarthy,D (C),Defender,Southampton,English Premier Division,ENG,ENG1,1,18/02/1993,2,2,8168,268,19,NaN,ENG,UK & Ireland,ENG,,,,,190,83,0,1,,
River Allen,"DM, M (C)",Midfielder,Gateshead,NaN,ENG,NONE,7,17/02/1993,2,2,8169,268,19,Plymouth,ENG,UK & Ireland,ENG,,,,,185,76,0,12,,
Tariqe Fosu,AM (L),Forward,Reading,English Football League Championship,ENG,ENG2,3,18/12/1992,12,2,8230,270,19,London,ENG,UK & Ireland,ENG,GHA,,,,183,70,0,1,,
Sam Humphreys,M/AM (R),Midfielder,Oxford,English Football League 2,ENG,ENG4,5,26/10/1992,10,1,8283,272,19,Chipping Norton,ENG,UK & Ireland,ENG,,,,,173,63,0,2,,
James Baillie,D/WB (R),Defender,Crewe,English Football League 1,ENG,ENG3,4,25/10/1992,10,1,8284,272,19,Warrington,ENG,UK & Ireland,ENG,,,,,180,75,0,14,,
Joe Wilkinson,D (C),Defender,Huddersfield,English Football League Championship,ENG,ENG2,3,23/10/1992,10,1,8286,272,19,Dewsbury,ENG,UK & Ireland,ENG,,,,,183,81,0,1,,
Ryan Horne,M (C),Midfielder,Cambridge,English Football League 2,ENG,ENG4,5,19/10/1992,10,1,8290,272,19,StokeNaNonNaNTrent,ENG,UK & Ireland,ENG,,,,,184,78,0,20,,
Cecil Jee Thomas,ST (C),Forward,NaN,NaN,ENG,NONE,7,05/10/1992,10,1,8304,272,19,Redhill,ENG,UK & Ireland,ENG,,,,,185,71,8,13,,
Tareiq Holmes-Dennis,D/WB (L),Defender,Charlton,English Football League Championship,ENG,ENG2,3,18/09/1992,9,1,8321,273,19,Bromley,ENG,UK & Ireland,ENG,,,,,176,78,1,31,,
Darnell Furlong,D (R),Defender,Q.P.R.,English Football League Championship,ENG,ENG2,3,09/09/1992,9,1,8330,273,19,Luton,ENG,UK & Ireland,ENG,,,,,183,78,0,3,,
Jake Phillips,D (C),Defender,Sheff Utd,English Football League 1,ENG,ENG3,4,15/07/1992,7,4,8386,275,19,Birkenhead,ENG,UK & Ireland,ENG,,,,,192,86,0,27,,
Danny Rowe,D (C),Defender,Wycombe,English Football League 2,ENG,ENG4,5,31/10/1991,10,1,8644,284,19,Middlesbrough,ENG,UK & Ireland,ENG,,,,,188,80,0,27,,
Connor Randall,D (R),Defender,Liverpool,English Premier Division,ENG,ENG1,1,29/08/1991,8,4,8707,286,19,Liverpool,ENG,UK & Ireland,ENG,,,,,181,78,0,1,,
Baily Cargill,D (LC),Defender,Bournemouth,English Premier Division,ENG,ENG1,1,24/07/1990,7,4,9108,299,19,Winchester,ENG,UK & Ireland,ENG,,,,,182,70,3,36,,
Ollie Bowles,GK,Goalkeeper,AFC Sudbury,NaN,ENG,NONE,7,06/11/1989,11,1,9368,307,19,SouthendNaNonNaNSea,ENG,UK & Ireland,ENG,,,,,183,78,0,46,,
Julian Banton,D (C),Defender,Sheff Utd,English Football League 1,ENG,ENG3,4,17/03/1989,3,3,9602,315,19,Sheffield,ENG,UK & Ireland,ENG,,,,,183,70,1,24,,
Chuba Akpom,ST (C),Forward,Hull,English Football League Championship,ENG,ENG2,3,28/11/1988,11,1,9711,319,19,London,ENG,UK & Ireland,ENG,NGA,,,,183,77,0,21,,
Sam Staunton-Turner,M (C),Midfielder,Prescot,NaN,ENG,NONE,7,23/08/1988,8,4,9808,322,19,Blackpool,ENG,UK & Ireland,ENG,,,,,183,76,0,20,,
Lloyd Jones,D (C),Defender,Blackpool,English Football League 1,ENG,ENG3,4,18/07/1988,7,4,9844,323,19,Plymouth,ENG,UK & Ireland,ENG,WAL,,,,190,75,1,17,,
Thomas Lapslie,"DM, M (C)",Midfielder,Colchester,English Football League 1,ENG,ENG3,4,01/06/1988,6,4,9891,325,19,NaN,ENG,UK & Ireland,ENG,,,,,178,62,1,11,,
Jordan Flores,M/AM (L),Midfielder,Wigan,English Football League 1,ENG,ENG3,4,31/03/1988,3,3,9953,327,19,Wigan,ENG,UK & Ireland,ENG,,,,,183,78,0,1,,
Alfie Pavey,ST (C),Forward,Millwall,English Football League 1,ENG,ENG3,4,19/03/1987,3,3,10331,339,19,London,ENG,UK & Ireland,ENG,,,,,186,78,0,4,,
Kwame Thomas,ST (C),Forward,Blackpool,English Football League 1,ENG,ENG3,4,22/06/1986,6,4,10601,348,19,Nottingham,ENG,UK & Ireland,ENG,,,,,178,76,0,4,,
Jason Williams,ST (C),Forward,Southend,English Football League 1,ENG,ENG3,4,17/10/1985,10,1,10849,356,19,London,ENG,UK & Ireland,ENG,,,,,182,79,2,11,,
Ashley Hunter,"AM (R), ST (C)",Forward,Fleetwood,English Football League 1,ENG,ENG3,4,07/05/1985,5,3,11012,361,19,Derby,ENG,UK & Ireland,ENG,,,,,178,67,5,19,,
Ryan Haynes,D/WB (L),Defender,Coventry,English Football League 1,ENG,ENG3,4,16/09/1984,9,1,11245,369,19,Northampton,ENG,UK & Ireland,ENG,,,,,171,62,1,29,,
Harrison McGahey,D (C),Defender,Sheff Utd,English Football League 1,ENG,ENG3,4,07/02/1984,2,2,11467,376,19,Preston,ENG,UK & Ireland,ENG,,,,,183,77,0,23,,
Joel Coleman,GK,Goalkeeper,Oldham,English Football League 1,ENG,ENG3,4,31/10/1983,10,1,11566,380,19,Salford,ENG,UK & Ireland,ENG,,,,,188,81,0,11,,
Sammie Szmodics,M/AM (C),Midfielder,Colchester,English Football League 1,ENG,ENG3,4,02/09/1983,9,1,11625,381,19,Colchester,ENG,UK & Ireland,ENG,,,,,176,69,4,38,,
Jack Bridge,M (C),Midfielder,Southend,English Football League 1,ENG,ENG3,4,22/12/1982,12,2,11879,390,19,NaN,ENG,UK & Ireland,ENG,,,,,178,73,2,14,,
Bobson Bawling,D/M (R),Defender,Crawley,English Football League 2,ENG,ENG4,5,21/09/1982,9,1,11971,393,19,London,ENG,UK & Ireland,ENG,SLE,,,,179,71,0,31,,
Rob Holding,D (C),Defender,Bolton,English Football League Championship,ENG,ENG2,3,06/11/1981,11,1,12290,403,19,Stalybridge,ENG,UK & Ireland,ENG,,,,,183,78,0,1,,
Matthew Targett,D/WB (L),Defender,Southampton,English Premier Division,ENG,ENG1,1,28/11/1980,11,1,12633,415,19,NaN,ENG,UK & Ireland,ENG,SCO,,,,180,75,0,6,,
Kyle Dempsey,M/AM (C),Midfielder,Huddersfield,English Football League Championship,ENG,ENG2,3,18/11/1980,11,1,12643,415,19,Whitehaven,ENG,UK & Ireland,ENG,,,,,176,72,10,47,,
